zone,param,timestamp,value
Mundka,NO2,2026-06-22 04:00:00,90.2
Mundka,NO2,2026-06-22 05:00:00,92.0
Mundka,NO2,2026-06-22 06:00:00,82.7
Mundka,NO2,2026-06-22 07:00:00,80.9
Mundka,NO2,2026-06-22 08:00:00,73.7
Mundka,NO2,2026-06-22 09:00:00,76.7
Mundka,NO2,2026-06-22 10:00:00,80.0
Mundka,NO2,2026-06-22 11:00:00,78.1
Mundka,NO2,2026-06-22 12:00:00,83.9
Mundka,NO2,2026-06-22 13:00:00,80.9
Mundka,NO2,2026-06-22 14:00:00,70.7
Mundka,NO2,2026-06-22 15:00:00,70.8
Mundka,NO2,2026-06-22 16:00:00,70.7
Mundka,NO2,2026-06-22 17:00:00,66.6
Mundka,NO2,2026-06-22 18:00:00,68.6
Mundka,NO2,2026-06-22 19:00:00,78.0
Mundka,NO2,2026-06-22 20:00:00,90.3
Mundka,NO2,2026-06-22 21:00:00,115.0
Mundka,NO2,2026-06-22 22:00:00,115.1
Mundka,NO2,2026-06-22 23:00:00,110.4
Mundka,NO2,2026-06-23 00:00:00,109.5
Mundka,NO2,2026-06-23 01:00:00,102.4
Mundka,NO2,2026-06-23 02:00:00,88.3
Mundka,NO2,2026-06-23 03:00:00,89.2
Mundka,NO2,2026-06-23 04:00:00,96.4
Mundka,NO2,2026-06-23 05:00:00,98.8
Mundka,NO2,2026-06-23 06:00:00,105.7
Mundka,NO2,2026-06-23 07:00:00,109.8
Mundka,NO2,2026-06-23 08:00:00,88.5
Mundka,NO2,2026-06-23 09:00:00,83.7
Mundka,NO2,2026-06-23 10:00:00,78.5
Mundka,NO2,2026-06-23 11:00:00,77.5
Mundka,NO2,2026-06-23 12:00:00,74.6
Mundka,NO2,2026-06-23 13:00:00,77.3
Mundka,NO2,2026-06-23 14:00:00,80.6
Mundka,NO2,2026-06-23 15:00:00,75.1
Mundka,NO2,2026-06-23 16:00:00,70.2
Mundka,NO2,2026-06-23 17:00:00,77.3
Mundka,NO2,2026-06-23 18:00:00,79.7
Mundka,NO2,2026-06-23 19:00:00,76.7
